company_name,company_status,company_status_date,search_url,company_search_status,company_found_name,,flag,flagging_reason,company_number
Adesolape Adewuyi,PSD Revoked PI,2019-01-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Adesolape+Adewuyi,Not exact match,ADEWUYI LTD,,OK,,09264876
Adris Tokhi,Cancelled - Small PI,2016-06-22 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Adris+Tokhi,Not exact match,FATIMA TOKHI LTD,,OK,,14350682
Advance Business Com (Europe) Ltd,Cancelled - Small PI,2019-01-11 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Advance+Business+Com+(Europe)+Ltd,OK,ADVANCE BUSINESS COM (EUROPE) LTD,,OK,,06525302
Affiliate Squared Ltd,Cancelled - Small PI,2015-10-06 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Affiliate+Squared+Ltd,OK,AFFILIATE SQUARED LTD,,Company Ownership,Company Ownership: Limited Company (Governing Law: United Kingdom),07510763
Affiniture Cards Limited,Authorised Payment Institution,2018-03-27 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Affiniture+Cards+Limited,OK,AFFINITURE CARDS LIMITED,,Company Ownership,Company Ownership: Limited Company (Governing Law: Companies Act 2006),07885531
Affinity Global Limited,Small Payment Institution,2019-05-03 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Affinity+Global+Limited,OK,AFFINITY GLOBAL LIMITED,,OK,,08620398
Afghan National Credit and Finance Limited,Cancelled - Small PI,2018-11-23 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Afghan+National+Credit+and+Finance+Limited,OK,AFGHAN NATIONAL CREDIT AND FINANCE LIMITED,,Company Ownership,Company Ownership: Corporation (Governing Law: Afghan Banking Law),00307416
Africa Pay Limited,Cancelled - Small PI,2018-11-16 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Africa+Pay+Limited,OK,AFRICA PAY LIMITED,,OK,,09825529
Africa Remittance Company (UK) Ltd,PSD Revoked PI,2019-01-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Africa+Remittance+Company+(UK)+Ltd,OK,AFRICA REMITTANCE COMPANY (UK) LTD,,OK,,08545551
African Children's Educational Trust,Cancelled - Small PI,2011-02-14 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=African+Children's+Educational+Trust,Not exact match,AFRICAN CULTURAL AND EDUCATIONAL CENTRE,,OK,,14771979
Africhange Ltd,Authorised Payment Institution,2024-02-22 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Africhange+Ltd,OK,AFRICHANGE LTD,,OK,,13130465
Afriexchange Limited,PSD Revoked PI,2012-12-11 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Afriexchange+Limited,OK,AFRIEXCHANGE LIMITED,,OK,,06572081
Afritrans Ltd,Cancelled - Small PI,2014-09-02 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Afritrans+Ltd,Not exact match,AFRITRANS LIMITED,,OK,,04154393
Afro International (UK) Limited,Cancelled - Small PI,2012-01-25 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Afro+International+(UK)+Limited,Not exact match,AFRO INTERNATIONAL (U.K.) LIMITED,,Predicted Nationality,"Predicted nationality: ['russian', 'else', 'bulgarian'] (VISTRA LIMITED), Predicted nationality: ['russian', 'else', 'bulgarian'] (VISTRA LIMITED)",03567328
Afrocoin Mobile Money Ltd,Cancelled - Small PI,2017-02-21 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Afrocoin+Mobile+Money+Ltd,OK,AFROCOIN MOBILE MONEY LTD,,OK,,08523776
Afrotrade Limited,Cancelled - Small PI,2014-11-04 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Afrotrade+Limited,OK,AFROTRADE LIMITED,,Predicted Nationality,"Predicted nationality: ['russian', 'french'] (HANOVER LIMITED)",06186929
Afsheen Fallahi,Small Payment Institution,2018-07-11 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Afsheen+Fallahi,Not exact match,FALLAHI LIMITED,,OK,,11131871
Aftab Currency Exchange (Luton) Limited,Cancelled - Small PI,2012-06-14 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Aftab+Currency+Exchange+(Luton)+Limited,OK,AFTAB CURRENCY EXCHANGE (LUTON) LIMITED,,OK,,06833125
Aftab Currency Exchange Limited,Authorised Payment Institution,2018-06-01 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Aftab+Currency+Exchange+Limited,OK,AFTAB CURRENCY EXCHANGE LIMITED,,Predicted Nationality,"Predicted nationality: ['russian', 'french'] (HANOVER LIMITED)",04502952
Aftab Khan,Cancelled - Small PI,2010-11-29 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Aftab+Khan,OK,AFTAB KHAN LTD,,OK,,SC789038
Agampodi S J R Mendis,Cancelled - Small PI,2019-01-04 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Agampodi+S+J+R+Mendis,Not exact match,MENDIS AND SONS LIMITED,,OK,,09321816
Agency Software Worldwide Limited,Registered Account Information Service Provider,2021-01-08 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Agency+Software+Worldwide+Limited,OK,AGENCY SOFTWARE WORLDWIDE LIMITED,,OK,,01665695
Agility Forex (UK) LTD,Authorised Payment Institution,2021-11-12 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Agility+Forex+(UK)+LTD,OK,AGILITY FOREX (UK) LTD,,OK,,12992671
Aglory Merchant Enterprises Limited,Small Payment Institution,2018-11-28 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Aglory+Merchant+Enterprises+Limited,OK,AGLORY MERCHANT ENTERPRISES LIMITED,,OK,,05245606
Aguia Services Ltd,Cancelled - Small PI,2011-10-27 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Aguia+Services+Ltd,OK,AGUIA SERVICES LTD.,,OK,,05516881
Ahfaz Miah,PSD Revoked PI,2019-01-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Ahfaz+Miah,Not exact match,ABBAS MIAH TRADING LTD,,OK,,15051272
Ahmad Tariq,Cancelled - Small PI,2013-10-08 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Ahmad+Tariq,OK,ALI AHMAD TARIQ LIMITED LIMITED,,OK,,15369047
Ahmed Ali,PSD Revoked PI,2013-08-08 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Ahmed+Ali,Not exact match,BLUE WAYZE LTD,,OK,,13993458
Ahtsham Barket,Cancelled - Small PI,2011-12-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Ahtsham+Barket,Not exact match,AHTSHAM QURESHI LTD,,OK,,15514763
Aida Camat,Cancelled - Small PI,2019-01-24 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Aida+Camat,Not exact match,CAMATA PROPERTIES LIMITED,,OK,,10408239
Aim Money Transfer Limited,Cancelled - Small PI,2012-10-02 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Aim+Money+Transfer+Limited,OK,AIM MONEY TRANSFER LIMITED,,OK,,06925322
Aims Trading UK Limited,Cancelled - Small PI,2011-02-18 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Aims+Trading+UK+Limited,OK,AIMS TRADING UK LIMITED,,OK,,06938747
Ainkaran Jeyasingam,Cancelled - Small PI,2016-04-06 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Ainkaran+Jeyasingam,Not exact match,AINKARAN BROTHERS LTD,,OK,,11943571
AirPlus International Ltd,Authorised Payment Institution,2018-01-16 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=AirPlus+International+Ltd,Not exact match,AIRPLUS INTERNATIONAL LIMITED,,Company Ownership,Company Ownership: Public Limited Company (Governing Law: German Stock Corporation Act),04449144
Airbnb Payments UK Limited,Authorised Electronic Money Institution,2018-05-03 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Airbnb+Payments+UK+Limited,OK,AIRBNB PAYMENTS UK LIMITED,,Company Ownership,"Company Ownership: Corporation (Governing Law: State Of Delaware, Usa)",09392688
Airwallex (UK) Limited,Authorised Electronic Money Institution,2018-11-26 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Airwallex+(UK)+Limited,OK,AIRWALLEX (UK) LIMITED,,Orange,"Nationality: Polish (STACHOWIAK, Michael Szymon)",10103420
Airways Travel & Tours Ltd,Cancelled - Small PI,2012-05-23 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Airways+Travel+&+Tours+Ltd,Not exact match,AIRWAYS TRAVEL LTD,,OK,,SC592979
Akbar Ali Khawaja,Cancelled - Small PI,2012-08-06 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Akbar+Ali+Khawaja,Not exact match,KHAWAJA M. ALI LTD,,OK,,12162977
Akda Limited,Cancelled - Small PI,2018-03-23 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Akda+Limited,Not exact match,AKD STUDIO LTD,,OK,,13150682
Akmal Hajh Travel UK Ltd,Cancelled - Small PI,2013-07-19 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Akmal+Hajh+Travel+UK+Ltd,OK,AKMAL HAJH TRAVEL UK LTD,,OK,,09810638
Akoni Hub Limited,Authorised Payment Institution,2018-05-02 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Akoni+Hub+Limited,OK,AKONI HUB LIMITED,,Company Ownership,"Company Ownership: Limited Company (Governing Law: Companies Act 2006), Company Ownership: Limited Company (Governing Law: Companies Act 2006)",10462207
Akram Al-Garadi,Cancelled - Small PI,2015-06-23 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Akram+Al-Garadi,Not exact match,AKRAM LONDON LIMITED,,OK,,OE021144
Akram Ayub,Cancelled - Small PI,2013-03-21 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Akram+Ayub,Not exact match,ALEX AYUB MATTU LTD,,OK,,13182054
Aktive UK Ltd,Small Payment Institution,2018-10-26 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Aktive+UK+Ltd,OK,AKTIVE UK LTD,,OK,,05429432
Al Mehraj Currency Exchange Limited,Cancelled - Small PI,2013-05-17 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Al+Mehraj+Currency+Exchange+Limited,OK,AL MEHRAJ CURRENCY EXCHANGE LIMITED,,OK,,06578753
Al Zain Ltd,Cancelled - Small PI,2018-08-03 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Al+Zain+Ltd,Not exact match,AL ZAIN LOUNGE LTD,,OK,,15232648
Al-Bukhari Travel & Leisure Services Limited,Cancelled - Small PI,2013-07-01 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Al-Bukhari+Travel+&+Leisure+Services+Limited,OK,AL-BUKHARI TRAVEL & LEISURE SERVICES LIMITED,,OK,,05277800
Al-Madina Travel & Finance Limited,PSD Revoked PI,2014-06-18 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Al-Madina+Travel+&+Finance+Limited,Not exact match,AL MADINA TRAVEL LTD,,OK,,11308606
Al-kebsi Ltd,Cancelled - Small PI,2012-10-19 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Al-kebsi+Ltd,Not exact match,123 APP LTD,,OK,,07391093
Alacrity Payments Ltd,Cancelled - Authorised PI,2017-05-23 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Alacrity+Payments+Ltd,Not exact match,ALACRITY PAYMENTS LIMITED,,OK,,08443912
Alalamiya Exchange Limited,Small Payment Institution,2018-07-05 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Alalamiya+Exchange+Limited,Not exact match,ALALAMIYA EXCHANGE LTD,,OK,,09110151
Albatool LTD,Small Payment Institution,2018-08-08 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Albatool+LTD,OK,ALBATOOL LTD,,OK,,06928269
Alcaston Limited,Cancelled - Small PI,2018-11-30 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Alcaston+Limited,OK,ALCASTON LIMITED,,OK,,08905844
Aldewan Ltd,Cancelled - Small PI,2017-10-30 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Aldewan+Ltd,OK,ALDEWAN LTD,,OK,,09308954
Ali Asghar Nasehi,Small Payment Institution,2018-09-26 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Ali+Asghar+Nasehi,Not exact match,ALI ASGHAR LTD,,OK,,14587694
Ali Parvez Shaikh,PSD Revoked PI,2013-10-01 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Ali+Parvez+Shaikh,Not exact match,ALI SAJJAD SHAIKH LTD,,OK,,14672320
Ali Sayfikar,Cancelled - Small PI,2016-10-31 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Ali+Sayfikar,Not exact match,NEGAR SAYFIKAR PROPERTY LTD,,OK,,14204073
Ali Supermarket Ltd,Cancelled - Small PI,2011-08-31 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Ali+Supermarket+Ltd,OK,ALI SUPERMARKET LTD,,OK,,06873968
Ali's Money Transfer Ltd,PSD Revoked PI,2016-08-16 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Ali's+Money+Transfer+Ltd,OK,ALI'S MONEY TRANSFER LTD,,OK,,08075605
Alice Oliver Limited,Small Payment Institution,2021-06-04 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Alice+Oliver+Limited,OK,ALICE OLIVER LIMITED,,OK,,NI661230
Alico (UK) Ltd,Authorised Payment Institution,2018-05-03 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Alico+(UK)+Ltd,OK,ALICO (UK) LTD,,Predicted Nationality,"Predicted nationality: ['else', 'russian', 'british', 'pakistani'] (SBI LTD), Predicted nationality: ['else', 'russian', 'british', 'pakistani'] (SBI LTD)",04402104
Alina Business & Financial Services Ltd,PSD Revoked PI,2015-01-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Alina+Business+&+Financial+Services+Ltd,OK,ALINA BUSINESS & FINANCIAL SERVICES LTD,,Predicted Nationality,"Predicted nationality: ['nigerian', 'russian', 'else', 'greek', 'german'] (SECRETARIAL LIMITED)",06015070
Alipay (Europe) Limited S.A.,Cancelled - Authorised EMI,,https://find-and-update.company-information.service.gov.uk/search?q=Alipay+(Europe)+Limited+S.A.,Not exact match,ALIPAY TEAM LTD,,OK,,15094936
Alipay (UK) Limited,Cancelled - Authorised PI,2021-02-15 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Alipay+(UK)+Limited,OK,ALIPAY (UK) LIMITED,,Predicted Nationality,"Predicted nationality: ['else', 'danish', 'russian', 'swedish'] (EPS LIMITED), Predicted nationality: ['russian', 'else', 'bulgarian'] (VISTRA LIMITED), Predicted nationality: ['else', 'danish', 'russian', 'swedish'] (EPS LIMITED), Predicted nationality: ['russian', 'else', 'bulgarian'] (VISTRA LIMITED)",08098385
Aliyah Zayna Ltd,Cancelled - Small PI,2012-02-07 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Aliyah+Zayna+Ltd,OK,ALIYAH ZAYNA LTD,,OK,,06859807
AllMoney Ltd,Cancelled - Small PI,2012-01-10 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=AllMoney+Ltd,OK,ALLMONEY LTD.,,Orange,"Nationality: Ukrainian (MOSEYENKOV, Igor, Mr.), Country of Residence: Ukraine (MOSEYENKOV, Igor, Mr.), Nationality: Armenian (MNATSAKANYAN, Avetik), Nationality: Ukrainian (MOSEYENKOV, Igor), Country of Residence: Ukraine (MOSEYENKOV, Igor), Nationality: Ukrainian (MOSEYENKOV, Igor)",05795147
Alliance Premier Ltd,Cancelled - Small PI,2018-05-14 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Alliance+Premier+Ltd,OK,ALLIANCE PREMIER LTD,,OK,,07412909
Allied Wallet Limited,Authorised Electronic Money Institution,2018-02-02 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Allied+Wallet+Limited,Not exact match,ALLIED WALLET LTD,,Company Ownership,Company Ownership: Corporation (Governing Law: Title 7 Of The Nevada Revised Statutes),05832811
Allied Wallet Ltd,Cancelled - Small PI,2012-09-20 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Allied+Wallet+Ltd,OK,ALLIED WALLET LTD,,Company Ownership,Company Ownership: Corporation (Governing Law: Title 7 Of The Nevada Revised Statutes),05832811
Allpay Limited,Authorised Electronic Money Institution,2018-05-23 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Allpay+Limited,OK,ALLPAY LIMITED,,Company Ownership,Company Ownership: Private Limited Company (Governing Law: Companies Act 2006),02933191
Allstar Business Solutions Limited,Authorised Electronic Money Institution,2018-05-01 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Allstar+Business+Solutions+Limited,OK,ALLSTAR BUSINESS SOLUTIONS LIMITED,,Company Ownership,"Company Ownership: Private Limited Company (Governing Law: England And Wales), Company Ownership: Limited Company (Governing Law: Company Act 2000)",02631112
Allstar Business Solutions Ltd,Cancelled - Authorised PI,2015-10-15 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Allstar+Business+Solutions+Ltd,Not exact match,ALLSTAR BUSINESS SOLUTIONS LIMITED,,Company Ownership,"Company Ownership: Private Limited Company (Governing Law: England And Wales), Company Ownership: Limited Company (Governing Law: Company Act 2000)",02631112
Alma Attic Limited,Small Payment Institution,2018-11-08 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Alma+Attic+Limited,OK,ALMA ATTIC LIMITED,,OK,,04628031
Almadina Travel and Money Transfer Ltd,Cancelled - Small PI,2018-10-18 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Almadina+Travel+and+Money+Transfer+Ltd,Not exact match,ALMADINA TRAVEL AND MONEY TRANSFER LIMITED,,OK,,SC428214
Almas Khan Global Exchange Limited,Cancelled - Small PI,2018-10-02 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Almas+Khan+Global+Exchange+Limited,OK,ALMAS KHAN GLOBAL EXCHANGE LIMITED,,OK,,09669380
Alpha & Omega Trading Company Limited,Small Payment Institution,2018-07-19 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Alpha+&+Omega+Trading+Company+Limited,Not exact match,ALPHA LIMITED,,Predicted Nationality,"Predicted nationality: ['russian', 'french'] (HANOVER LIMITED)",04588486
